MsgID.STATE,1520866747.2756999,False,False
MsgID.LOCAL_VELOCITY,1520866798.4855263,0.0024860,-0.0008780,-0.0010897
MsgID.GLOBAL_POSITION,1520866798.7357175,-122.3988758,37.7916476,4.8150000
MsgID.LOCAL_VELOCITY,1520866798.7357175,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866798.7362237,-92.4803772,-126.7391434,-4.8152838
MsgID.LOCAL_VELOCITY,1520866798.7362237,0.0041204,-0.0007693,-0.0005701
MsgID.GLOBAL_POSITION,1520866798.9844875,-122.3988755,37.7916472,4.8550000
MsgID.LOCAL_VELOCITY,1520866798.9844875,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866798.9849904,-92.5322647,-126.7183456,-4.8556395
MsgID.LOCAL_VELOCITY,1520866798.9849904,0.0022393,-0.0007128,-0.0009180
MsgID.GLOBAL_POSITION,1520866799.2345877,-122.3988781,37.7916476,4.9120000
MsgID.LOCAL_VELOCITY,1520866799.2345877,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866799.2350893,-92.4858704,-126.9462585,-4.9123054
MsgID.LOCAL_VELOCITY,1520866799.2350893,0.0044093,-0.0006125,-0.0001769
MsgID.STATE,1520866799.4704659,True,True
MsgID.GLOBAL_HOME,1520866799.4704659,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1520866799.4850798,-92.4867325,-126.8354874,-4.9680905
MsgID.LOCAL_VELOCITY,1520866799.4850798,-0.0000331,-0.0003874,-0.0005992
MsgID.GLOBAL_POSITION,1520866799.4853678,-122.3988769,37.7916476,4.9680000
MsgID.LOCAL_VELOCITY,1520866799.4853678,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866799.7346594,-92.3411713,-126.6476364,-5.0216117
MsgID.LOCAL_VELOCITY,1520866799.7346594,0.0040562,-0.0007563,-0.0005504
MsgID.GLOBAL_POSITION,1520866799.7351432,-122.3988747,37.7916489,5.0210000
MsgID.LOCAL_VELOCITY,1520866799.7351432,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866799.9854610,-92.2264175,-126.7388611,-5.0526299
MsgID.LOCAL_VELOCITY,1520866799.9854610,0.0028867,0.0001042,0.0001305
MsgID.GLOBAL_POSITION,1520866799.9859645,-122.3988758,37.7916499,5.0520000
MsgID.LOCAL_VELOCITY,1520866799.9859645,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,1520866800.2368326,-122.3988775,37.7916487,5.0640000
MsgID.LOCAL_VELOCITY,1520866800.2368326,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866800.2368326,-92.3585281,-126.8929443,-5.0643649
MsgID.LOCAL_VELOCITY,1520866800.2368326,0.0030304,0.0013402,0.0005002
MsgID.STATE,1520866800.4710805,True,True
MsgID.GLOBAL_HOME,1520866800.4710805,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1520866800.4862895,-92.2271500,-126.8237152,-5.0535550
MsgID.LOCAL_VELOCITY,1520866800.4862895,0.0022291,-0.0007306,-0.0009746
MsgID.GLOBAL_POSITION,1520866800.4872940,-122.3988767,37.7916499,5.0530000
MsgID.LOCAL_VELOCITY,1520866800.4872940,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866800.7344761,-92.3103485,-126.7097778,-5.0219774
MsgID.LOCAL_VELOCITY,1520866800.7344761,0.0021954,-0.0005972,-0.0007352
MsgID.GLOBAL_POSITION,1520866800.7349787,-122.3988754,37.7916492,5.0210000
MsgID.LOCAL_VELOCITY,1520866800.7349787,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,1520866800.9859579,-122.3988772,37.7916491,4.9830000
MsgID.LOCAL_VELOCITY,1520866800.9859579,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866800.9864655,-92.3138504,-126.8638916,-4.9832883
MsgID.LOCAL_VELOCITY,1520866800.9864655,0.0027976,0.0001771,-0.0000697
MsgID.LOCAL_POSITION,1520866801.2359147,-92.2939758,-126.9747162,-4.9331484
MsgID.LOCAL_VELOCITY,1520866801.2359147,0.0010556,0.0002600,0.0002149
MsgID.GLOBAL_POSITION,1520866801.2364149,-122.3988784,37.7916493,4.9330000
MsgID.LOCAL_VELOCITY,1520866801.2364149,0.0000000,0.0000000,0.0000000
MsgID.STATE,1520866801.4705138,True,True
MsgID.GLOBAL_HOME,1520866801.4705138,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866801.4856305,-122.3988766,37.7916482,4.8890000
MsgID.LOCAL_VELOCITY,1520866801.4856305,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866801.4861472,-92.4149704,-126.8146133,-4.8895464
MsgID.LOCAL_VELOCITY,1520866801.4861472,0.0028059,0.0002747,0.0000062
MsgID.LOCAL_POSITION,1520866801.7366903,-92.4588699,-126.6781921,-4.8467536
MsgID.LOCAL_VELOCITY,1520866801.7366903,0.0042471,-0.0007945,0.0001493
MsgID.GLOBAL_POSITION,1520866801.7371917,-122.3988751,37.7916478,4.8460000
MsgID.LOCAL_VELOCITY,1520866801.7371917,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866801.9856782,-92.2279129,-126.6792603,-4.8195076
MsgID.LOCAL_VELOCITY,1520866801.9856782,0.0030599,-0.0004590,0.0002486
MsgID.GLOBAL_POSITION,1520866801.9861772,-122.3988751,37.7916499,4.8190000
MsgID.LOCAL_VELOCITY,1520866801.9861772,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866802.2365875,-92.3909454,-126.8357315,-4.8016191
MsgID.LOCAL_VELOCITY,1520866802.2365875,0.0022555,-0.0005643,-0.0007254
MsgID.GLOBAL_POSITION,1520866802.2370932,-122.3988769,37.7916484,4.8010000
MsgID.LOCAL_VELOCITY,1520866802.2370932,0.0000000,0.0000000,0.0000000
MsgID.STATE,1520866802.4705701,True,True
MsgID.GLOBAL_HOME,1520866802.4705701,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1520866802.4854667,-92.4520111,-126.8564148,-4.7969866
MsgID.LOCAL_VELOCITY,1520866802.4854667,0.0033769,-0.0004805,0.0003034
MsgID.GLOBAL_POSITION,1520866802.4858694,-122.3988771,37.7916479,4.7960000
MsgID.LOCAL_VELOCITY,1520866802.4858694,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,1520866802.7359819,-122.3988767,37.7916488,4.8020000
MsgID.LOCAL_VELOCITY,1520866802.7359819,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866802.7364962,-92.3484344,-126.8183289,-4.8028502
MsgID.LOCAL_VELOCITY,1520866802.7364962,0.0025679,-0.0002647,0.0003384
MsgID.LOCAL_POSITION,1520866802.9874308,-92.4913864,-126.9510422,-4.8161297
MsgID.LOCAL_VELOCITY,1520866802.9874308,0.0042538,0.0001539,-0.0000754
MsgID.GLOBAL_POSITION,1520866802.9879322,-122.3988782,37.7916475,4.8160000
MsgID.LOCAL_VELOCITY,1520866802.9879322,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,1520866803.2368264,-122.3988771,37.7916485,4.8380000
MsgID.LOCAL_VELOCITY,1520866803.2368264,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866803.2373438,-92.3840027,-126.8617172,-4.8385396
MsgID.LOCAL_VELOCITY,1520866803.2373438,0.0023721,0.0004529,-0.0002558
MsgID.STATE,1520866803.4694166,True,True
MsgID.GLOBAL_HOME,1520866803.4694166,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866803.4864907,-122.3988774,37.7916486,4.8620000
MsgID.LOCAL_VELOCITY,1520866803.4864907,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866803.4864907,-92.3774643,-126.8887329,-4.8623261
MsgID.LOCAL_VELOCITY,1520866803.4864907,0.0014946,0.0040040,0.0002441
MsgID.GLOBAL_POSITION,1520866803.7380154,-122.3988776,37.7916495,4.8920000
MsgID.LOCAL_VELOCITY,1520866803.7380154,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866803.7380154,-92.2667542,-126.8985443,-4.8924289
MsgID.LOCAL_VELOCITY,1520866803.7380154,0.0027283,0.0011104,0.0006973
MsgID.GLOBAL_POSITION,1520866803.9878972,-122.3988754,37.7916497,4.9200000
MsgID.LOCAL_VELOCITY,1520866803.9878972,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866803.9878972,-92.2536697,-126.7025833,-4.9200344
MsgID.LOCAL_VELOCITY,1520866803.9878972,0.0030565,0.0002099,-0.0003652
MsgID.GLOBAL_POSITION,1520866804.2382720,-122.3988762,37.7916485,4.9530000
MsgID.LOCAL_VELOCITY,1520866804.2382720,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866804.2382720,-92.3850555,-126.7759399,-4.9534116
MsgID.LOCAL_VELOCITY,1520866804.2382720,0.0013284,-0.0004856,-0.0007240
MsgID.STATE,1520866804.4710143,True,True
MsgID.GLOBAL_HOME,1520866804.4710143,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866804.4878533,-122.3988780,37.7916488,4.9840000
MsgID.LOCAL_VELOCITY,1520866804.4878533,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866804.4883509,-92.3507385,-126.9417877,-4.9846067
MsgID.LOCAL_VELOCITY,1520866804.4883509,0.0030339,0.0038652,-0.0002986
