MsgID.STATE,1520866747.2756999,False,False
MsgID.GLOBAL_POSITION,1520866764.4481440,-122.3974491,37.7924810,-0.0210000
MsgID.LOCAL_VELOCITY,1520866764.4481440,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866764.4486442,0.1204760,0.0775618,0.0215422
MsgID.LOCAL_VELOCITY,1520866764.4486442,-0.0000029,-0.0000068,0.0000091
MsgID.GLOBAL_POSITION,1520866764.4486442,-122.3974487,37.7924806,0.0030000
MsgID.LOCAL_VELOCITY,1520866764.4486442,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866764.4486442,0.0718744,0.1144258,-0.0036187
MsgID.LOCAL_VELOCITY,1520866764.4486442,-0.0000039,-0.0000057,0.0000100
MsgID.STATE,1520866764.4673872,True,True
MsgID.GLOBAL_HOME,1520866764.4673872,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866764.4714184,-122.3974481,37.7924797,0.0380000
MsgID.LOCAL_VELOCITY,1520866764.4714184,0.0000000,0.0000000,-0.3100000
MsgID.LOCAL_POSITION,1520866764.4718795,-0.0283493,0.1662158,-0.0386947
MsgID.LOCAL_VELOCITY,1520866764.4718795,-0.0000423,0.0000593,-0.3166397
MsgID.GLOBAL_POSITION,1520866764.7198656,-122.3974487,37.7924786,0.3850000
MsgID.LOCAL_VELOCITY,1520866764.7198656,0.0000000,0.0000000,-2.3100000
MsgID.LOCAL_POSITION,1520866764.7198656,-0.1476717,0.1096985,-0.3853261
MsgID.LOCAL_VELOCITY,1520866764.7198656,0.0018384,0.0030467,-2.3183320
MsgID.GLOBAL_POSITION,1520866764.9717631,-122.3974510,37.7924808,1.1430000
MsgID.LOCAL_VELOCITY,1520866764.9717631,0.0100000,0.0000000,-3.0800000
MsgID.LOCAL_POSITION,1520866764.9722788,0.0920041,-0.0907019,-1.1432841
MsgID.LOCAL_VELOCITY,1520866764.9722788,0.0118542,0.0090597,-3.0896966
MsgID.GLOBAL_POSITION,1520866765.2200849,-122.3974502,37.7924804,1.9030000
MsgID.LOCAL_VELOCITY,1520866765.2200849,0.0000000,0.0200000,-3.3300000
MsgID.LOCAL_POSITION,1520866765.2206018,0.0469003,-0.0188973,-1.9038088
MsgID.LOCAL_VELOCITY,1520866765.2206018,-0.0006404,0.0259837,-3.3323653
MsgID.STATE,1520866765.4680922,True,True
MsgID.GLOBAL_HOME,1520866765.4686086,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1520866765.4700968,-0.1375300,0.1466789,-2.8097496
MsgID.LOCAL_VELOCITY,1520866765.4700968,-0.0091771,0.0247481,-3.4477253
MsgID.GLOBAL_POSITION,1520866765.4705961,-122.3974483,37.7924787,2.8090000
MsgID.LOCAL_VELOCITY,1520866765.4705961,0.0000000,0.0200000,-3.4400000
MsgID.GLOBAL_POSITION,1520866765.7211676,-122.3974499,37.7924795,3.6240000
MsgID.LOCAL_VELOCITY,1520866765.7211676,0.0000000,0.0100000,-3.5300000
MsgID.LOCAL_POSITION,1520866765.7211676,-0.0548943,0.0024492,-3.6243043
MsgID.LOCAL_VELOCITY,1520866765.7211676,0.0098036,0.0151475,-3.5368986
MsgID.GLOBAL_POSITION,1520866765.9717765,-122.3974500,37.7924811,4.5750000
MsgID.LOCAL_VELOCITY,1520866765.9717765,0.0100000,0.0200000,-3.6000000
MsgID.LOCAL_POSITION,1520866765.9717765,0.1266907,-0.0060298,-4.5752163
MsgID.LOCAL_VELOCITY,1520866765.9717765,0.0131211,0.0237583,-3.6017625
MsgID.GLOBAL_POSITION,1520866766.2226620,-122.3974498,37.7924809,5.1900000
MsgID.LOCAL_VELOCITY,1520866766.2226620,0.0100000,0.0200000,-1.4600000
MsgID.LOCAL_POSITION,1520866766.2226620,0.1051300,0.0140255,-5.1905107
MsgID.LOCAL_VELOCITY,1520866766.2226620,0.0102192,0.0234263,-1.4691374
MsgID.STATE,1520866766.4679365,True,True
MsgID.GLOBAL_HOME,1520866766.4679365,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866766.4719784,-122.3974499,37.7924796,5.2200000
MsgID.LOCAL_VELOCITY,1520866766.4719784,0.0000000,0.0200000,1.1400000
MsgID.LOCAL_POSITION,1520866766.4724815,-0.0366801,0.0068815,-5.2200880
MsgID.LOCAL_VELOCITY,1520866766.4724815,0.0095617,0.0219191,1.1498067
MsgID.GLOBAL_POSITION,1520866766.7207408,-122.3974506,37.7924788,4.8250000
MsgID.LOCAL_VELOCITY,1520866766.7207408,-0.6500000,-0.8900000,1.3200000
MsgID.LOCAL_POSITION,1520866766.7207408,-0.1231264,-0.0591140,-4.8251834
MsgID.LOCAL_VELOCITY,1520866766.7207408,-0.6585554,-0.8923644,1.3230065
MsgID.GLOBAL_POSITION,1520866766.9718950,-122.3974541,37.7924754,4.7020000
MsgID.LOCAL_VELOCITY,1520866766.9718950,-1.8700000,-2.7500000,-0.4500000
MsgID.LOCAL_POSITION,1520866766.9718950,-0.5036748,-0.3697944,-4.7023091
MsgID.LOCAL_VELOCITY,1520866766.9718950,-1.8788599,-2.7512429,-0.4547372
MsgID.GLOBAL_POSITION,1520866767.2223756,-122.3974632,37.7924721,4.8780000
MsgID.LOCAL_VELOCITY,1520866767.2223756,-2.4900000,-3.7100000,-0.6900000
MsgID.LOCAL_POSITION,1520866767.2228758,-0.8732389,-1.1787409,-4.8783188
MsgID.LOCAL_VELOCITY,1520866767.2228758,-2.4963646,-3.7166419,-0.6917515
MsgID.STATE,1520866767.4669087,True,True
MsgID.GLOBAL_HOME,1520866767.4674091,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866767.4709115,-122.3974760,37.7924667,4.9260000
MsgID.LOCAL_VELOCITY,1520866767.4709115,-2.8500000,-4.2400000,0.1700000
MsgID.LOCAL_POSITION,1520866767.4714148,-1.4725912,-2.3156500,-4.9264994
MsgID.LOCAL_VELOCITY,1520866767.4714148,-2.8549933,-4.2419043,0.1777663
MsgID.GLOBAL_POSITION,1520866767.7220767,-122.3974897,37.7924590,4.8740000
MsgID.LOCAL_VELOCITY,1520866767.7220767,-3.3600000,-4.9800000,0.1800000
MsgID.LOCAL_POSITION,1520866767.7225769,-2.3313098,-3.5325491,-4.8748021
MsgID.LOCAL_VELOCITY,1520866767.7225769,-3.3676655,-4.9892073,0.1814770
MsgID.GLOBAL_POSITION,1520866767.9710925,-122.3975070,37.7924488,4.8690000
MsgID.LOCAL_VELOCITY,1520866767.9710925,-4.0000000,-5.9000000,-0.0700000
MsgID.LOCAL_POSITION,1520866767.9710925,-3.4601238,-5.0735145,-4.8696194
MsgID.LOCAL_VELOCITY,1520866767.9710925,-4.0034370,-5.9011040,-0.0766642
MsgID.LOCAL_POSITION,1520866768.2238605,-4.3486953,-6.3502827,-4.8952513
MsgID.LOCAL_VELOCITY,1520866768.2238605,-4.4544287,-6.5223174,-0.0244499
MsgID.GLOBAL_POSITION,1520866768.2243593,-122.3975214,37.7924408,4.8950000
MsgID.LOCAL_VELOCITY,1520866768.2243593,-4.4500000,-6.5200000,-0.0200000
MsgID.STATE,1520866768.4691513,True,True
MsgID.GLOBAL_HOME,1520866768.4691513,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866768.4730482,-122.3975406,37.7924312,4.8950000
MsgID.LOCAL_VELOCITY,1520866768.4730482,-4.8200000,-6.9700000,0.0400000
MsgID.LOCAL_POSITION,1520866768.4735544,-5.4164929,-8.0613413,-4.8950224
MsgID.LOCAL_VELOCITY,1520866768.4735544,-4.8244600,-6.9785933,0.0400139
MsgID.GLOBAL_POSITION,1520866768.7226732,-122.3975616,37.7924203,4.8830000
MsgID.LOCAL_VELOCITY,1520866768.7226732,-4.9600000,-7.1500000,0.0300000
MsgID.LOCAL_POSITION,1520866768.7226732,-6.6264062,-9.9205923,-4.8838506
MsgID.LOCAL_VELOCITY,1520866768.7226732,-4.9662061,-7.1586852,0.0325215
MsgID.GLOBAL_POSITION,1520866768.9722633,-122.3975820,37.7924077,4.8850000
MsgID.LOCAL_VELOCITY,1520866768.9722633,-5.0400000,-7.2500000,-0.0400000
MsgID.LOCAL_POSITION,1520866768.9722633,-8.0288248,-11.7349682,-4.8855333
MsgID.LOCAL_VELOCITY,1520866768.9722633,-5.0473266,-7.2502780,-0.0445859
MsgID.LOCAL_POSITION,1520866769.2234862,-9.2692575,-13.5011406,-4.8876543
MsgID.LOCAL_VELOCITY,1520866769.2234862,-5.0692534,-7.2594857,-0.0127454
MsgID.GLOBAL_POSITION,1520866769.2239842,-122.3976018,37.7923965,4.8870000
MsgID.LOCAL_VELOCITY,1520866769.2239842,-5.0600000,-7.2500000,-0.0100000
MsgID.STATE,1520866769.4689426,True,True
MsgID.GLOBAL_HOME,1520866769.4689426,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866769.4729843,-122.3976236,37.7923831,4.8860000
MsgID.LOCAL_VELOCITY,1520866769.4729843,-5.0900000,-7.2800000,-0.1000000
MsgID.LOCAL_POSITION,1520866769.4734869,-10.7562189,-15.4353495,-4.8860188
MsgID.LOCAL_VELOCITY,1520866769.4734869,-5.0957680,-7.2862835,-0.1081685
MsgID.GLOBAL_POSITION,1520866769.7227218,-122.3976417,37.7923733,4.8950000
MsgID.LOCAL_VELOCITY,1520866769.7227218,-5.1000000,-7.2900000,-0.1300000
MsgID.LOCAL_POSITION,1520866769.7232347,-11.8481503,-17.0416374,-4.8958893
MsgID.LOCAL_VELOCITY,1520866769.7232347,-5.1025887,-7.2913828,-0.1329073
MsgID.LOCAL_POSITION,1520866769.9735475,-12.9876432,-19.0581036,-4.8950429
MsgID.LOCAL_VELOCITY,1520866769.9735475,-5.0862989,-7.2713680,-0.0412608
MsgID.GLOBAL_POSITION,1520866769.9740479,-122.3976644,37.7923631,4.8950000
MsgID.LOCAL_VELOCITY,1520866769.9740479,-5.0800000,-7.2700000,-0.0400000
MsgID.GLOBAL_POSITION,1520866770.2239244,-122.3976849,37.7923509,4.8910000
MsgID.LOCAL_VELOCITY,1520866770.2239244,-5.1000000,-7.2900000,-0.1400000
MsgID.LOCAL_POSITION,1520866770.2244246,-14.3386478,-20.8808594,-4.8910890
MsgID.LOCAL_VELOCITY,1520866770.2244246,-5.1058140,-7.2918563,-0.1492980
MsgID.STATE,1520866770.4682460,True,True
MsgID.GLOBAL_HOME,1520866770.4687462,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866770.4734335,-122.3977057,37.7923378,4.8980000
MsgID.LOCAL_VELOCITY,1520866770.4734335,-5.1000000,-7.2800000,-0.1300000
MsgID.LOCAL_POSITION,1520866770.4734335,-15.7993298,-22.7354755,-4.8980541
MsgID.LOCAL_VELOCITY,1520866770.4734335,-5.1065478,-7.2858853,-0.1316190
MsgID.GLOBAL_POSITION,1520866770.7239890,-122.3977224,37.7923281,4.9060000
MsgID.LOCAL_VELOCITY,1520866770.7239890,-5.0900000,-7.2700000,-0.0800000
MsgID.LOCAL_POSITION,1520866770.7244899,-16.8707371,-24.2174282,-4.9063463
MsgID.LOCAL_VELOCITY,1520866770.7244899,-5.0966911,-7.2748947,-0.0849612
MsgID.GLOBAL_POSITION,1520866770.9730406,-122.3977462,37.7923172,4.9090000
MsgID.LOCAL_VELOCITY,1520866770.9730406,-5.0900000,-7.2700000,-0.0800000
MsgID.LOCAL_POSITION,1520866770.9730406,-18.0826168,-26.3318691,-4.9099069
MsgID.LOCAL_VELOCITY,1520866770.9730406,-5.0941591,-7.2767196,-0.0867809
MsgID.LOCAL_POSITION,1520866771.2228408,-19.4285374,-28.0920372,-4.9132805
MsgID.LOCAL_VELOCITY,1520866771.2228408,-5.0976090,-7.2755461,-0.0454356
MsgID.GLOBAL_POSITION,1520866771.2233367,-122.3977660,37.7923051,4.9130000
MsgID.LOCAL_VELOCITY,1520866771.2233367,-5.0900000,-7.2700000,-0.0400000
MsgID.STATE,1520866771.4676204,True,True
MsgID.GLOBAL_HOME,1520866771.4676204,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1520866771.4750841,-20.8638725,-29.9190102,-4.9129543
MsgID.LOCAL_VELOCITY,1520866771.4750841,-5.0925212,-7.2694573,0.0186623
MsgID.GLOBAL_POSITION,1520866771.4755819,-122.3977865,37.7922922,4.9120000
MsgID.LOCAL_VELOCITY,1520866771.4755819,-5.0900000,-7.2600000,0.0100000
MsgID.LOCAL_POSITION,1520866771.7241755,-22.0953751,-31.6224632,-4.9212265
MsgID.LOCAL_VELOCITY,1520866771.7241755,-5.1020694,-7.2872233,-0.0480665
MsgID.GLOBAL_POSITION,1520866771.7246761,-122.3978057,37.7922811,4.9210000
MsgID.LOCAL_VELOCITY,1520866771.7246761,-5.1000000,-7.2800000,-0.0400000
MsgID.LOCAL_POSITION,1520866771.9741085,-23.3930378,-33.5164146,-4.9231701
MsgID.LOCAL_VELOCITY,1520866771.9741085,-5.0934653,-7.2740984,0.0267620
MsgID.GLOBAL_POSITION,1520866771.9746082,-122.3978270,37.7922694,4.9230000
MsgID.LOCAL_VELOCITY,1520866771.9746082,-5.0900000,-7.2700000,0.0200000
MsgID.LOCAL_POSITION,1520866772.2230854,-24.4654179,-35.2036896,-4.9391689
MsgID.LOCAL_VELOCITY,1520866772.2230854,-5.0996819,-7.2827463,-0.0205073
MsgID.GLOBAL_POSITION,1520866772.2235844,-122.3978460,37.7922598,4.9390000
MsgID.LOCAL_VELOCITY,1520866772.2235844,-5.0900000,-7.2800000,-0.0200000
MsgID.STATE,1520866772.4671299,True,True
MsgID.GLOBAL_HOME,1520866772.4676247,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1520866772.4747074,-25.8591518,-37.1807175,-4.9450254
MsgID.LOCAL_VELOCITY,1520866772.4747074,-5.0776987,-7.2474937,0.1656696
MsgID.GLOBAL_POSITION,1520866772.4757087,-122.3978682,37.7922472,4.9450000
MsgID.LOCAL_VELOCITY,1520866772.4757087,-5.0700000,-7.2400000,0.1600000
MsgID.GLOBAL_POSITION,1520866772.7232955,-122.3978858,37.7922366,4.9360000
MsgID.LOCAL_VELOCITY,1520866772.7232955,-5.0800000,-7.2500000,0.1800000
MsgID.LOCAL_POSITION,1520866772.7232955,-27.0435162,-38.7444954,-4.9365430
MsgID.LOCAL_VELOCITY,1520866772.7232955,-5.0806170,-7.2551990,0.1801374
MsgID.LOCAL_POSITION,1520866772.9753180,-28.4001656,-40.8738365,-4.9461432
MsgID.LOCAL_VELOCITY,1520866772.9753180,-5.0944357,-7.2735720,0.1524231
MsgID.GLOBAL_POSITION,1520866772.9758313,-122.3979098,37.7922243,4.9460000
MsgID.LOCAL_VELOCITY,1520866772.9758313,-5.0900000,-7.2700000,0.1500000
MsgID.LOCAL_POSITION,1520866773.2247274,-29.5901642,-42.5887947,-4.9614849
MsgID.LOCAL_VELOCITY,1520866773.2247274,-5.0879908,-7.2649217,0.2069044
MsgID.GLOBAL_POSITION,1520866773.2257278,-122.3979291,37.7922136,4.9610000
MsgID.LOCAL_VELOCITY,1520866773.2257278,-5.0800000,-7.2600000,0.2000000
MsgID.STATE,1520866773.4676783,True,True
MsgID.GLOBAL_HOME,1520866773.4681787,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1520866773.4744132,-30.9694901,-44.3333092,-4.9523187
MsgID.LOCAL_VELOCITY,1520866773.4744132,-5.0854511,-7.2682467,0.2220322
MsgID.GLOBAL_POSITION,1520866773.4749136,-122.3979487,37.7922012,4.9520000
MsgID.LOCAL_VELOCITY,1520866773.4749136,-5.0800000,-7.2600000,0.2200000
MsgID.LOCAL_POSITION,1520866773.7245803,-32.1825485,-46.2694092,-4.9442596
MsgID.LOCAL_VELOCITY,1520866773.7245803,-5.0991726,-7.2835121,0.1629944
MsgID.GLOBAL_POSITION,1520866773.7255826,-122.3979705,37.7921903,4.9440000
MsgID.LOCAL_VELOCITY,1520866773.7255826,-5.0900000,-7.2800000,0.1600000
MsgID.GLOBAL_POSITION,1520866773.9738910,-122.3979916,37.7921787,4.9440000
MsgID.LOCAL_VELOCITY,1520866773.9738910,-5.1000000,-7.2800000,0.0900000
MsgID.LOCAL_POSITION,1520866773.9738910,-33.4768982,-48.1492996,-4.9448400
MsgID.LOCAL_VELOCITY,1520866773.9738910,-5.1092715,-7.2887840,0.0912833
MsgID.GLOBAL_POSITION,1520866774.2242312,-122.3980092,37.7921690,4.9430000
MsgID.LOCAL_VELOCITY,1520866774.2242312,-5.1100000,-7.2800000,0.0300000
MsgID.LOCAL_POSITION,1520866774.2242312,-34.5446129,-49.7135620,-4.9432979
MsgID.LOCAL_VELOCITY,1520866774.2242312,-5.1115084,-7.2870793,0.0348037
MsgID.STATE,1520866774.4687490,True,True
MsgID.GLOBAL_HOME,1520866774.4692492,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866774.4758289,-122.3980319,37.7921560,4.9320000
MsgID.LOCAL_VELOCITY,1520866774.4758289,-5.1000000,-7.2800000,0.0000000
MsgID.LOCAL_POSITION,1520866774.4763322,-35.9996796,-51.7324715,-4.9328642
MsgID.LOCAL_VELOCITY,1520866774.4763322,-5.1076107,-7.2873468,-0.0060465
MsgID.GLOBAL_POSITION,1520866774.7258964,-122.3980500,37.7921449,4.9240000
MsgID.LOCAL_VELOCITY,1520866774.7258964,-5.1100000,-7.2900000,-0.1000000
MsgID.LOCAL_POSITION,1520866774.7258964,-37.2263527,-53.3362923,-4.9247093
MsgID.LOCAL_VELOCITY,1520866774.7258964,-5.1177921,-7.2965646,-0.1076216
MsgID.GLOBAL_POSITION,1520866774.9754171,-122.3980721,37.7921334,4.9190000
MsgID.LOCAL_VELOCITY,1520866774.9754171,-5.1200000,-7.3000000,-0.1900000
MsgID.LOCAL_POSITION,1520866774.9759197,-38.5003014,-55.3036270,-4.9198718
MsgID.LOCAL_VELOCITY,1520866774.9759197,-5.1207871,-7.3030429,-0.1959211
MsgID.GLOBAL_POSITION,1520866775.2250228,-122.3980927,37.7921209,4.9240000
MsgID.LOCAL_VELOCITY,1520866775.2250228,-5.1000000,-7.2900000,-0.1900000
MsgID.LOCAL_POSITION,1520866775.2255228,-39.8994408,-57.1346512,-4.9246359
MsgID.LOCAL_VELOCITY,1520866775.2255228,-5.1078620,-7.2938299,-0.1991172
MsgID.STATE,1520866775.4692385,True,True
MsgID.GLOBAL_HOME,1520866775.4697387,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1520866775.4757445,-41.2677269,-59.0394135,-4.9151978
MsgID.LOCAL_VELOCITY,1520866775.4757445,-5.1012435,-7.2906036,-0.2049923
MsgID.GLOBAL_POSITION,1520866775.4762447,-122.3981141,37.7921085,4.9150000
MsgID.LOCAL_VELOCITY,1520866775.4762447,-5.1000000,-7.2900000,-0.2000000
MsgID.LOCAL_POSITION,1520866775.7254021,-42.3344460,-60.7205429,-4.9286718
MsgID.LOCAL_VELOCITY,1520866775.7254021,-5.9920402,-6.0903058,-0.0628049
MsgID.GLOBAL_POSITION,1520866775.7269022,-122.3981331,37.7920989,4.9280000
MsgID.LOCAL_VELOCITY,1520866775.7269022,-5.9900000,-6.0900000,-0.0600000
MsgID.GLOBAL_POSITION,1520866775.9744294,-122.3981471,37.7920844,4.9910000
MsgID.LOCAL_VELOCITY,1520866775.9744294,-6.8600000,-2.7200000,-0.4400000
MsgID.LOCAL_POSITION,1520866775.9744294,-43.9482956,-61.9684296,-4.9913664
MsgID.LOCAL_VELOCITY,1520866775.9744294,-6.8602781,-2.7262278,-0.4403634
MsgID.GLOBAL_POSITION,1520866776.2257161,-122.3981550,37.7920693,4.9770000
MsgID.LOCAL_VELOCITY,1520866776.2257161,-6.2600000,-3.3800000,0.2300000
MsgID.LOCAL_POSITION,1520866776.2257161,-45.6284180,-62.6677704,-4.9776144
MsgID.LOCAL_VELOCITY,1520866776.2257161,-6.2601957,-3.3821306,0.2378800
MsgID.STATE,1520866776.4681592,True,True
MsgID.GLOBAL_HOME,1520866776.4686601,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866776.4752262,-122.3981666,37.7920546,4.9170000
MsgID.LOCAL_VELOCITY,1520866776.4752262,-5.6600000,-4.6600000,0.0000000
MsgID.LOCAL_POSITION,1520866776.4752262,-47.2568130,-63.6985664,-4.9178982
MsgID.LOCAL_VELOCITY,1520866776.4752262,-5.6699066,-4.6643076,0.0039209
MsgID.GLOBAL_POSITION,1520866776.7243576,-122.3981805,37.7920425,4.9430000
MsgID.LOCAL_VELOCITY,1520866776.7243576,-5.3000000,-5.6400000,-0.1100000
MsgID.LOCAL_POSITION,1520866776.7248588,-48.6085129,-64.9395142,-4.9430480
MsgID.LOCAL_VELOCITY,1520866776.7248588,-5.3067846,-5.6440406,-0.1154660
MsgID.LOCAL_POSITION,1520866776.9748347,-49.8717003,-66.6105804,-4.9666085
MsgID.LOCAL_VELOCITY,1520866776.9748347,-5.1229739,-6.4853215,0.0773062
MsgID.GLOBAL_POSITION,1520866776.9758358,-122.3981993,37.7920311,4.9660000
MsgID.LOCAL_VELOCITY,1520866776.9758358,-5.1200000,-6.4800000,0.0700000
MsgID.LOCAL_POSITION,1520866777.2249436,-50.9197350,-68.1414948,-4.9623537
MsgID.LOCAL_VELOCITY,1520866777.2249436,-5.0847788,-6.9290991,0.1129772
MsgID.GLOBAL_POSITION,1520866777.2259443,-122.3982165,37.7920217,4.9620000
MsgID.LOCAL_VELOCITY,1520866777.2259443,-5.0800000,-6.9200000,0.1100000
MsgID.STATE,1520866777.4689298,True,True
MsgID.GLOBAL_HOME,1520866777.4689298,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1520866777.4754176,-52.3007851,-70.0330353,-4.9567409
MsgID.LOCAL_VELOCITY,1520866777.4754176,-5.0680737,-7.1681862,0.0736767
MsgID.GLOBAL_POSITION,1520866777.4759185,-122.3982378,37.7920092,4.9560000
MsgID.LOCAL_VELOCITY,1520866777.4759185,-5.0600000,-7.1600000,0.0700000
MsgID.LOCAL_POSITION,1520866777.7243371,-53.6857109,-71.8331451,-4.9670720
MsgID.LOCAL_VELOCITY,1520866777.7243371,-5.0573478,-7.2474074,0.0821033
MsgID.GLOBAL_POSITION,1520866777.7253382,-122.3982581,37.7919968,4.9670000
MsgID.LOCAL_VELOCITY,1520866777.7253382,-5.0500000,-7.2400000,0.0800000
MsgID.LOCAL_POSITION,1520866777.9754262,-55.1564903,-73.5419922,-4.9610729
MsgID.LOCAL_VELOCITY,1520866777.9754262,-5.9596572,-6.0779433,0.1605223
MsgID.GLOBAL_POSITION,1520866777.9759204,-122.3982773,37.7919835,4.9610000
MsgID.LOCAL_VELOCITY,1520866777.9759204,-5.9500000,-6.0700000,0.1600000
MsgID.LOCAL_POSITION,1520866778.2249641,-56.4396515,-74.8740158,-4.9590006
MsgID.LOCAL_VELOCITY,1520866778.2249641,-5.4236994,-6.5343194,0.0952502
MsgID.GLOBAL_POSITION,1520866778.2259648,-122.3982923,37.7919720,4.9590000
MsgID.LOCAL_VELOCITY,1520866778.2259648,-5.4200000,-6.5300000,0.0900000
MsgID.STATE,1520866778.4689050,True,True
MsgID.GLOBAL_HOME,1520866778.4689050,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1520866778.4756758,-57.6864433,-76.6743622,-4.9684711
MsgID.LOCAL_VELOCITY,1520866778.4756758,-5.1882782,-6.9840479,0.1204170
MsgID.GLOBAL_POSITION,1520866778.4761758,-122.3983125,37.7919608,4.9680000
MsgID.LOCAL_VELOCITY,1520866778.4761758,-5.1800000,-6.9800000,0.1200000
MsgID.LOCAL_POSITION,1520866778.7247808,-58.9037933,-78.3084488,-4.9811511
MsgID.LOCAL_VELOCITY,1520866778.7247808,-5.1005707,-7.1660967,0.1114547
MsgID.GLOBAL_POSITION,1520866778.7257826,-122.3983309,37.7919498,4.9810000
MsgID.LOCAL_VELOCITY,1520866778.7257826,-5.1000000,-7.1600000,0.1100000
MsgID.LOCAL_POSITION,1520866778.9751575,-60.3555679,-80.3334885,-4.9727325
MsgID.LOCAL_VELOCITY,1520866778.9751575,-5.0471778,-7.2297039,0.2123207
MsgID.GLOBAL_POSITION,1520866778.9755073,-122.3983537,37.7919367,4.9720000
MsgID.LOCAL_VELOCITY,1520866778.9755073,-5.0400000,-7.2200000,0.2100000
MsgID.LOCAL_POSITION,1520866779.2265108,-61.6079674,-82.0580063,-4.9591379
MsgID.LOCAL_VELOCITY,1520866779.2265108,-5.0584617,-7.2975941,0.0964225
MsgID.GLOBAL_POSITION,1520866779.2275121,-122.3983731,37.7919255,4.9590000
MsgID.LOCAL_VELOCITY,1520866779.2275121,-5.0500000,-7.2900000,0.0900000
MsgID.STATE,1520866779.4678848,True,True
MsgID.GLOBAL_HOME,1520866779.4683876,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866779.4772019,-122.3983958,37.7919146,4.9700000
MsgID.LOCAL_VELOCITY,1520866779.4772019,-5.0600000,-7.3300000,-0.0300000
MsgID.LOCAL_POSITION,1520866779.4772019,-62.8113976,-84.0738220,-4.9706559
MsgID.LOCAL_VELOCITY,1520866779.4772019,-5.0634937,-7.3360963,-0.0365120
MsgID.GLOBAL_POSITION,1520866779.7273598,-122.3984133,37.7919043,4.9730000
MsgID.LOCAL_VELOCITY,1520866779.7273598,-5.0400000,-7.3100000,0.0500000
MsgID.LOCAL_POSITION,1520866779.7278597,-63.9607773,-85.6352539,-4.9730768
MsgID.LOCAL_VELOCITY,1520866779.7278597,-5.0442929,-7.3121824,0.0545275
MsgID.GLOBAL_POSITION,1520866779.9770463,-122.3984366,37.7918920,4.9610000
MsgID.LOCAL_VELOCITY,1520866779.9770463,-5.0500000,-7.3300000,-0.0400000
MsgID.LOCAL_POSITION,1520866779.9770463,-65.3323364,-87.7005386,-4.9617648
MsgID.LOCAL_VELOCITY,1520866779.9770463,-5.0534763,-7.3309255,-0.0424309
MsgID.LOCAL_POSITION,1520866780.2260950,-66.5138168,-89.5188675,-4.9522624
MsgID.LOCAL_VELOCITY,1520866780.2260950,-5.0489902,-7.3170037,-0.0062742
MsgID.GLOBAL_POSITION,1520866780.2265954,-122.3984570,37.7918813,4.9520000
MsgID.LOCAL_VELOCITY,1520866780.2265954,-5.0400000,-7.3100000,0.0000000
MsgID.STATE,1520866780.4687586,True,True
MsgID.GLOBAL_HOME,1520866780.4692750,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1520866780.4757631,-67.8930664,-91.2411575,-4.9494982
MsgID.LOCAL_VELOCITY,1520866780.4757631,-5.0550303,-7.3275046,-0.0890177
MsgID.GLOBAL_POSITION,1520866780.4762638,-122.3984764,37.7918689,4.9490000
MsgID.LOCAL_VELOCITY,1520866780.4762638,-5.0500000,-7.3200000,-0.0800000
MsgID.GLOBAL_POSITION,1520866780.7271798,-122.3984957,37.7918594,4.9510000
MsgID.LOCAL_VELOCITY,1520866780.7271798,-5.0500000,-7.3200000,-0.1300000
MsgID.LOCAL_POSITION,1520866780.7271798,-68.9477921,-92.9536209,-4.9511085
MsgID.LOCAL_VELOCITY,1520866780.7271798,-5.0524921,-7.3274722,-0.1322613
MsgID.GLOBAL_POSITION,1520866780.9777462,-122.3985169,37.7918472,4.9640000
MsgID.LOCAL_VELOCITY,1520866780.9777462,-5.0400000,-7.3100000,-0.1100000
MsgID.LOCAL_POSITION,1520866780.9777462,-70.3081055,-94.8403854,-4.9648428
MsgID.LOCAL_VELOCITY,1520866780.9777462,-5.0415397,-7.3198166,-0.1112262
MsgID.LOCAL_POSITION,1520866781.2267292,-71.5396042,-96.5908203,-4.9668956
